,close,open,high,low,pre_close
2015-06-02,28.768980752159983,28.80585224303106,29.257528006201785,28.123729661916087,29.12847778815301
2015-06-03,28.55696967965127,28.787416497595522,29.33127098794395,28.280433498118175,28.768980752159983
2015-06-04,29.681550151219206,28.575405425086814,29.930432714598993,27.48769644438996,28.55696967965127
2015-06-05,29.589371424041506,30.465069332229646,30.962834458989228,28.67680202498228,29.681550151219206
2015-06-08,31.073448931602467,29.60780716947704,31.432945967595494,29.04551693369308,29.589371424041506
2015-06-09,30.114790168954393,31.174845531497937,31.525124694773194,29.764511005679132,31.073448931602467
2015-06-10,29.460321205992727,29.497192696863806,30.00417569634115,29.21143864261294,30.114790168954393
2015-06-11,28.93490246107984,29.285181624355097,29.460321205992727,28.575405425086814,29.460321205992727
2015-06-12,29.202220769895167,28.962556079233153,29.83825398742129,28.962556079233153,28.93490246107984
2015-06-15,29.497192696863806,29.773728878396902,30.13322591438993,29.24831013348402,29.202220769895167
2015-06-16,28.289651370835944,29.12847778815301,30.03182931449446,28.068422425609466,29.497192696863806
2015-06-17,27.976243698431766,28.289651370835944,28.48322669790911,26.842445354146065,28.289651370835944
2015-06-18,26.455294699999726,27.61674666243874,27.819539862229675,26.344680227386483,27.976243698431766
2015-06-19,25.192446137665243,26.10501553672447,26.9530598267593,25.174010392229704,26.455294699999726
2015-06-23,26.261719372926557,25.358367846585104,26.317026609233178,23.975686938919612,25.192446137665243
2015-06-24,26.363115972822026,26.455294699999726,26.538255554459653,25.62568615540043,26.261719372926557
2015-06-25,25.657617677667584,26.29812984111153,26.892228079668232,25.43483083820882,26.363115972822026
2015-06-26,23.160548518733943,25.007822729246193,26.1588880664498,23.095569023891805,25.657617677667584
2015-06-29,21.17403253355997,23.90317131692982,23.949585241817065,20.849135059349276,23.160548518733943
2015-06-30,23.290507508418223,21.18331531853742,23.290507508418223,20.050815551288707,21.17403253355997
2015-07-01,22.557167495199796,23.14198294877905,24.395158920734595,22.362229010673374,23.290507508418223
2015-07-02,22.612864205064483,23.48544599294464,23.99599916670431,21.37825380306384,22.557167495199796
2015-07-03,21.396819373018737,22.64999534497428,23.401900928147604,20.709893284687546,22.612864205064483
2015-07-06,22.677843699906624,23.54114270280933,23.54114270280933,21.350405448131493,21.396819373018737
2015-07-07,22.000200396552884,22.000200396552884,22.789237119636006,20.412844165409194,22.677843699906624
2015-07-08,19.800180356897595,19.800180356897595,20.236471250837678,19.800180356897595,22.000200396552884
2015-07-09,21.777413557094125,19.493848452641796,21.777413557094125,17.822947156701073,19.800180356897595
2015-07-10,23.596839412674026,21.276143168311908,23.93101967186217,20.607782649935615,21.777413557094125
2015-07-13,23.50401156289954,22.928478894297733,24.692208040012943,22.46433964542531,23.596839412674026
2015-07-14,21.72171684722943,22.724257624793868,23.169831303711394,21.359688233108944,23.50401156289954
2015-07-15,19.549545162506487,21.257577598357006,21.888806976823503,19.549545162506487,21.72171684722943
2015-07-16,19.59595908739373,19.549545162506487,20.227188465860227,18.611983879784194,19.549545162506487
2015-07-17,20.589217079980717,19.865159851739737,20.94196290912376,19.59595908739373,19.59595908739373
2015-07-20,20.041532766311256,20.589217079980717,20.86770062930417,19.874442636717184,20.589217079980717
2015-07-21,20.26431960577002,19.772332001965253,20.793438349484582,19.456717312732003,20.041532766311256
2015-07-22,19.995118841424013,20.041532766311256,20.50567201518368,19.70735250712311,20.26431960577002
2015-07-23,20.69132771473265,20.097229476175947,20.802721134462033,20.069381121243605,19.995118841424013
2015-07-24,20.3757130254994,21.17403253355997,21.341122663154042,20.27360239074747,20.69132771473265
2015-07-27,18.342783115438188,19.865159851739737,20.20862289590533,18.342783115438188,20.3757130254994
2015-07-28,20.180774540972983,17.795098801768727,20.180774540972983,16.903951443933675,18.342783115438188
2015-07-29,20.960528479078654,20.88626619925907,21.146184178627628,19.96727048649167,20.180774540972983
2015-07-30,19.549545162506487,20.51495480016113,20.89554898423652,19.493848452641796,20.960528479078654
2015-07-31,20.24575403581512,19.30819275309283,20.598499864958168,19.150385408476204,19.549545162506487
2015-08-03,21.136901393650177,19.512414022596694,21.146184178627628,19.401020602867312,20.24575403581512
2015-08-04,21.387536588041286,20.969811264056105,21.6010406425226,20.320016315634714,21.136901393650177
2015-08-05,20.552085940070924,21.081204683785487,21.257577598357006,20.52423758513858,21.387536588041286
2015-08-06,19.72591807707801,20.14364340106319,20.412844165409194,19.679504152190766,20.552085940070924
2015-08-07,20.01368441137891,19.97655327146912,20.357147455544506,19.818745926852497,19.72591807707801
2015-08-10,21.331839878176595,20.050815551288707,21.72171684722943,19.865159851739737,20.01368441137891
2015-08-11,20.830569489394378,21.07192189880804,21.37825380306384,20.784155564507135,21.331839878176595
2015-08-12,20.849135059349276,20.51495480016113,21.67530292234219,20.431409735364095,20.830569489394378
2015-08-13,21.257577598357006,20.904831769213967,21.582475072567703,20.682044929755204,20.849135059349276
2015-08-14,21.341122663154042,21.44323329790598,21.647454567409845,21.136901393650177,21.257577598357006
2015-08-17,20.858417844326723,21.276143168311908,21.359688233108944,20.49638923020623,21.341122663154042
2015-08-18,18.98329527888213,20.94196290912376,21.72171684722943,18.78835679435571,20.858417844326723
2015-08-19,19.17823376340855,18.519156030009707,19.252496043228135,17.934340576430454,18.98329527888213
2015-08-20,18.37991425534798,18.862619074175303,19.029709203769375,18.37991425534798,19.17823376340855
2015-08-21,16.996779293708155,17.980754501317698,18.472742105122464,16.80184080918174,18.37991425534798
2015-08-24,15.298029642835088,16.411963840128905,16.411963840128905,15.298029642835088,16.996779293708155
2015-08-25,13.812784046443332,13.812784046443332,14.490427349797068,13.766370121556088,15.298029642835088
2015-08-26,13.27438251775132,14.156247090608924,14.490427349797068,12.884505548698485,13.812784046443332
2015-08-27,14.035570885902093,13.692107841736501,14.109833165721682,12.773112128969101,13.27438251775132
2015-08-28,14.6111035545039,14.202661015496167,14.833890393962664,13.9984397459923,14.035570885902093
2015-08-31,14.267640510338305,14.713214189255833,14.713214189255833,13.385775937480702,14.6111035545039
2015-09-01,15.038111663466529,13.924177466172713,15.056677233421425,13.27438251775132,14.267640510338305
2015-09-02,15.715754966820269,14.388316715045136,15.808582816594754,14.202661015496167,15.038111663466529
2015-09-07,15.075242803376321,15.39085749260957,16.124197505828,15.019546093511632,15.715754966820269
2015-09-08,15.33516078274488,14.759628114143075,15.40942306256447,14.12839873567658,15.075242803376321
2015-09-09,15.585795977135989,15.27018128790274,16.105631935873106,14.954566598669492,15.33516078274488
2015-09-10,14.908152673782249,15.149505083195912,15.316595212789984,14.85245596391756,15.585795977135989
2015-09-11,14.759628114143075,14.908152673782249,15.121656728263565,14.583255199571555,14.908152673782249
2015-09-14,13.460038217300289,14.759628114143075,14.843173178940111,13.283665302728767,14.759628114143075
2015-09-15,12.838091623811241,13.237251377841526,13.673542271781605,12.78239491394655,13.460038217300289
2015-09-16,13.840632401375677,12.949485043540623,14.109833165721682,12.819526053856345,12.838091623811241
2015-09-17,13.422907077390496,13.692107841736501,14.06341924083444,13.422907077390496,13.840632401375677
2015-09-18,13.441472647345392,13.534300497119876,13.636411131871808,13.33007922761601,13.422907077390496
2015-09-21,13.794218476488433,13.292948087706216,13.859197971330573,13.181554667976833,13.441472647345392
2015-09-22,14.43473063993238,13.86848075630802,14.98241495360184,13.766370121556088,13.794218476488433
2015-09-23,13.924177466172713,14.06341924083444,14.314054435225549,13.86848075630802,14.43473063993238
2015-09-24,14.044853670879544,14.017005315947197,14.184095445541269,13.840632401375677,13.924177466172713
2015-09-25,13.404341507435598,13.924177466172713,14.06341924083444,13.292948087706216,14.044853670879544
2015-09-28,13.664259486804156,13.460038217300289,13.738521766623744,13.302230872683666,13.404341507435598
2015-09-29,13.692107841736501,13.460038217300289,14.146964305631476,13.26509973277387,13.664259486804156
2015-09-30,13.729238981646294,13.617845561916912,14.109833165721682,13.562148852052221,13.692107841736501
2015-10-08,14.091267595766785,14.48114456481962,14.620386339481348,14.081984810789336,13.729238981646294
2015-10-09,14.592537984549002,14.109833165721682,14.713214189255833,14.091267595766785,14.091267595766785
2015-10-12,15.325877997767433,14.527558489706864,15.715754966820269,14.397599500022585,14.592537984549002
2015-10-13,15.130939513241016,15.038111663466529,15.177353438128257,14.889587103827353,15.325877997767433
2015-10-14,14.861738748895009,14.98241495360184,15.45583698745171,14.861738748895009,15.130939513241016
2015-10-15,15.242332932970397,14.806042039030316,15.288746857857637,14.759628114143075,14.861738748895009
2015-10-16,15.52081648229385,15.39085749260957,15.734320536775165,15.233050147992948,15.242332932970397
2015-10-19,16.04993522600841,15.576513192158542,16.811123594159188,15.576513192158542,15.52081648229385
2015-10-20,16.189177000670142,16.01280408609862,16.226308140579935,15.790017246639858,16.04993522600841
2015-10-21,15.019546093511632,16.19845978564759,16.402681055151458,14.85245596391756,16.189177000670142
2015-10-22,15.307312427812533,15.038111663466529,15.372291922654673,14.685365834323488,15.019546093511632
2015-10-23,15.595078762113438,15.437271417496813,15.734320536775165,15.000980523556736,15.307312427812533
2015-10-26,15.548664837226196,15.771451676684958,16.319135990354418,15.446554202474262,15.595078762113438
2015-10-27,15.27946407288019,15.27018128790274,15.325877997767433,14.583255199571555,15.548664837226196
2015-10-28,14.945283813692045,15.223767363015497,15.418705847541917,14.85245596391756,15.27946407288019
2015-10-29,15.028828878489081,15.028828878489081,15.130939513241016,14.861738748895009,14.945283813692045
2015-10-30,15.298029642835088,15.056677233421425,15.743603321752614,14.778193684097973,15.028828878489081
2015-11-02,14.963849383646943,14.945283813692045,15.363009137677226,14.85245596391756,15.298029642835088
2015-11-03,15.112373943286117,15.038111663466529,15.27018128790274,14.954566598669492,14.963849383646943
2015-11-04,16.625467894610217,15.177353438128257,16.625467894610217,15.177353438128257,15.112373943286117
2015-11-05,17.77653323181383,17.405221832715892,18.287086405573493,17.191717778234576,16.625467894610217
2015-11-06,19.558827947483937,17.609443102219757,19.558827947483937,17.22884891814437,17.77653323181383
2015-11-09,19.41030338784476,19.84659428178484,20.69132771473265,19.215364903318342,19.558827947483937
2015-11-10,20.069381121243605,18.936881353994888,21.341122663154042,18.844053504220405,19.41030338784476
2015-11-11,21.11833582369528,19.679504152190766,21.44323329790598,19.493848452641796,20.069381121243605
2015-11-12,20.477823660251335,21.350405448131493,21.350405448131493,20.162208971018085,21.11833582369528
2015-11-13,20.34786467056706,20.20862289590533,21.025507973920796,20.01368441137891,20.477823660251335
2015-11-16,19.753766432010355,19.679504152190766,20.004401626401464,19.354606677980073,20.34786467056706
2015-11-17,20.672762144777753,20.097229476175947,21.73099963220688,20.022967196356362,19.753766432010355
2015-11-18,19.12253705354386,20.51495480016113,20.774872779529687,18.844053504220405,20.672762144777753
2015-11-19,19.577393517438832,19.215364903318342,19.60524187237118,18.844053504220405,19.12253705354386
2015-11-20,19.30819275309283,19.493848452641796,19.558827947483937,19.10397148358896,19.577393517438832
2015-11-23,19.633090227303523,19.54026237752904,20.99765961898845,19.41030338784476,19.30819275309283
2015-11-24,20.282885175724918,19.280344398160484,20.422126950386644,19.029709203769375,19.633090227303523
2015-11-25,20.27360239074747,19.939422131559326,20.40356138043175,19.7816147869427,20.282885175724918
2015-11-26,20.069381121243605,20.598499864958168,21.18331531853742,19.95798770151422,20.27360239074747
2015-11-27,18.064299566114734,19.1689509784311,19.48456566766435,18.064299566114734,20.069381121243605
2015-11-30,17.563029177332517,17.915775006475556,18.08286513606963,16.625467894610217,18.064299566114734
2015-12-01,17.405221832715892,17.451635757603135,17.60016031724231,16.894668658956224,17.563029177332517
2015-12-02,18.37991425534798,17.3495251228512,18.537721599964602,17.201000563212027,17.405221832715892
2015-12-03,18.37991425534798,18.194258555799014,18.732660084491023,17.999320071272592,18.37991425534798
2015-12-04,17.72083652194914,18.27780362059605,18.27780362059605,17.618725887197208,18.37991425534798
2015-12-07,17.58159474728741,17.73011930692659,17.804381586746175,17.35880790782865,17.72083652194914
2015-12-08,17.34024233787375,17.451635757603135,17.77653323181383,17.284545628009063,17.58159474728741
2015-12-09,17.312393982941405,17.23813170312182,17.572311962309964,17.173152208279678,17.34024233787375
2015-12-10,17.386656262760994,17.442352972625685,18.27780362059605,17.275262843031612,17.312393982941405
2015-12-11,17.451635757603135,17.126738283392434,17.822947156701073,16.95036536882092,17.386656262760994
2015-12-14,18.844053504220405,17.256697273076714,19.029709203769375,17.173152208279678,17.451635757603135
2015-12-15,18.32421754548329,18.834770719242954,18.834770719242954,18.194258555799014,18.844053504220405
2015-12-16,18.342783115438188,18.43561096521267,18.751225654445918,18.231389695708806,18.32421754548329
2015-12-17,18.639832234716536,18.56556995489695,18.92759856901744,18.389197040325428,18.342783115438188
2015-12-18,18.472742105122464,18.621266664761638,18.714094514536125,18.37991425534798,18.639832234716536
2015-12-21,18.714094514536125,18.333500330460737,19.085405913634062,18.333500330460737,18.472742105122464
2015-12-22,18.853336289197852,18.732660084491023,18.92759856901744,18.50059046005481,18.714094514536125
2015-12-23,19.373172247934967,18.964729708927234,20.292167960702365,18.844053504220405,18.853336289197852
2015-12-24,18.74194286946847,19.11325426856641,19.196799333363447,18.463459320145017,19.373172247934967
2015-12-25,18.658397804671434,18.66768058964888,18.899750214085095,18.472742105122464,18.74194286946847
2015-12-28,18.08286513606963,18.769791224400816,18.862619074175303,18.08286513606963,18.658397804671434
2015-12-29,18.352065900415635,18.01788564122749,18.417045395257773,18.01788564122749,18.08286513606963
2015-12-30,18.287086405573493,18.352065900415635,18.444893750190122,18.00860285625004,18.352065900415635
2015-12-31,18.333500330460737,18.296369190550944,18.76050843942337,18.296369190550944,18.287086405573493
2016-01-04,16.597619539677872,18.537721599964602,18.602701094806743,16.50479168990339,18.333500330460737
2016-01-05,16.72757852936215,15.854996741481994,16.97821372375326,15.780734461662407,16.597619539677872
2016-01-06,16.941082583843468,16.72757852936215,17.098889928460093,16.523357259858287,16.72757852936215
2016-01-07,15.40014027758702,16.56048839976808,16.644033464565116,15.325877997767433,16.941082583843468
2016-01-08,15.743603321752614,15.873562311436894,16.597619539677872,15.140222298218461,15.40014027758702
2016-01-11,14.462578994864725,15.223767363015497,15.539382052248746,14.444013424909828,15.743603321752614
2016-01-12,14.713214189255833,14.843173178940111,15.168070653150808,14.462578994864725,14.462578994864725
2016-01-13,14.871021533872456,14.991697738579285,15.112373943286117,14.666800264368591,14.713214189255833
2016-01-14,15.687906611887922,14.564689629616657,15.864279526459443,14.388316715045136,14.871021533872456
2016-01-15,15.075242803376321,15.372291922654673,15.567230407181093,14.815324824007767,15.687906611887922
2016-01-18,15.056677233421425,14.741062544188178,15.27946407288019,14.666800264368591,15.075242803376321
2016-01-19,15.622927117045782,15.019546093511632,15.641492687000682,14.880304318849907,15.056677233421425
2016-01-20,15.632209902023233,15.502250912338953,15.836431171527098,15.381574707632124,15.622927117045782
2016-01-21,14.759628114143075,15.33516078274488,15.752886106730061,14.713214189255833,15.632209902023233
2016-01-22,14.991697738579285,14.991697738579285,15.130939513241016,14.527558489706864,14.759628114143075
2016-01-25,15.140222298218461,15.140222298218461,15.483685342384057,14.973132168624389,14.991697738579285
2016-01-26,13.636411131871808,14.926718243737145,15.04739444844398,13.636411131871808,15.140222298218461
2016-01-27,13.227968592864077,13.682825056759052,13.905611896217817,12.773112128969101,13.636411131871808
2016-01-28,12.847374408788689,13.15370631304449,13.627128346894361,12.78239491394655,13.227968592864077
2016-01-29,13.543583282097325,12.921636688608277,13.645693916849257,12.884505548698485,12.847374408788689
2016-02-01,13.487886572232634,13.525017712142429,13.692107841736501,13.255816947796422,13.543583282097325
2016-02-02,13.914894681195264,13.599279991962016,13.989156961014851,13.51573492716498,13.487886572232634
2016-02-03,13.794218476488433,13.692107841736501,13.914894681195264,13.506452142187532,13.914894681195264
2016-02-04,13.970591391059955,13.859197971330573,14.109833165721682,13.82206683142078,13.794218476488433
2016-02-05,13.506452142187532,13.738521766623744,13.840632401375677,13.487886572232634,13.970591391059955
2016-02-15,13.21868580788663,12.977333398472968,13.311513657661113,12.977333398472968,13.506452142187532
2016-02-16,13.747804551601192,13.292948087706216,13.831349616398228,13.292948087706216,13.21868580788663
2016-02-17,13.86848075630802,13.692107841736501,14.054136455856991,13.636411131871808,13.747804551601192
2016-02-18,13.840632401375677,14.017005315947197,14.286206080293203,13.831349616398228,13.86848075630802
2016-02-19,13.86848075630802,13.831349616398228,13.989156961014851,13.766370121556088,13.840632401375677
2016-02-22,14.341902790157894,14.109833165721682,14.54612405966176,13.979874176037404,13.86848075630802
2016-02-23,14.184095445541269,14.379033930067688,14.379033930067688,14.017005315947197,14.341902790157894
2016-02-24,14.249074940383409,14.184095445541269,14.360468360112792,13.905611896217817,14.184095445541269
2016-02-25,13.08872681820235,14.202661015496167,14.230509370428512,12.958767828518072,14.249074940383409
2016-02-26,13.181554667976833,13.283665302728767,13.357927582548356,12.958767828518072,13.08872681820235
2016-02-29,12.531759719555442,13.08872681820235,13.15370631304449,12.327538450051573,13.181554667976833
2016-03-01,13.005181753405314,12.671001494217169,13.320796442638562,12.485345794668198,12.531759719555442
2016-03-02,13.747804551601192,12.912353903630828,13.812784046443332,12.912353903630828,13.005181753405314
2016-03-03,13.589997206984568,13.692107841736501,14.017005315947197,13.552866067074772,13.747804551601192
2016-03-04,13.617845561916912,13.51573492716498,13.87776354128547,13.376493152503253,13.589997206984568
2016-03-07,13.80350126146588,13.87776354128547,14.193378230518718,13.654976701826708,13.617845561916912
2016-03-08,13.701390626713948,13.784935691510984,13.794218476488433,13.227968592864077,13.80350126146588
2016-03-09,13.348644797570907,13.441472647345392,13.738521766623744,13.255816947796422,13.701390626713948
2016-03-10,13.08872681820235,13.367210367525804,13.487886572232634,13.051595678292557,13.348644797570907
2016-03-11,13.181554667976833,13.070161248247453,13.395058722458149,12.921636688608277,13.08872681820235
2016-03-14,13.645693916849257,13.376493152503253,13.82206683142078,13.320796442638562,13.181554667976833
2016-03-15,13.469321002277736,13.645693916849257,13.654976701826708,13.376493152503253,13.645693916849257
2016-03-16,13.357927582548356,13.543583282097325,13.692107841736501,13.302230872683666,13.469321002277736
2016-03-17,13.784935691510984,13.460038217300289,13.989156961014851,13.395058722458149,13.357927582548356
2016-03-18,14.416165069977481,13.887046326262919,14.592537984549002,13.849915186353124,13.784935691510984
2016-03-21,15.854996741481994,14.898869888804803,15.854996741481994,14.889587103827353,14.416165069977481
2016-03-22,15.27018128790274,15.604361547090885,15.854996741481994,15.195919008083154,15.854996741481994
2016-03-23,15.567230407181093,15.149505083195912,15.669341041933025,15.093808373331221,15.27018128790274
2016-03-24,14.843173178940111,15.223767363015497,15.34444356772233,14.843173178940111,15.567230407181093
2016-03-25,15.056677233421425,14.806042039030316,15.140222298218461,14.778193684097973,14.843173178940111
2016-03-28,14.861738748895009,15.112373943286117,15.46511977242916,14.768910899120524,15.056677233421425
2016-03-29,14.676083049346039,14.936001028714596,15.019546093511632,14.573972414594104,14.861738748895009
2016-03-30,15.168070653150808,14.85245596391756,15.214484578038052,14.85245596391756,14.676083049346039
2016-03-31,15.242332932970397,15.214484578038052,15.576513192158542,15.140222298218461,15.168070653150808
2016-04-01,15.103091158308668,15.149505083195912,15.381574707632124,14.85245596391756,15.242332932970397
2016-04-05,15.39085749260957,15.019546093511632,15.548664837226196,15.019546093511632,15.103091158308668
2016-04-06,15.325877997767433,15.33516078274488,15.47440255740661,15.168070653150808,15.39085749260957
2016-04-07,15.010263308534185,15.381574707632124,15.45583698745171,14.98241495360184,15.325877997767433
2016-04-08,14.750345329165627,14.908152673782249,14.945283813692045,14.592537984549002,15.010263308534185
2016-04-11,15.186636223105705,15.316595212789984,15.502250912338953,15.093808373331221,14.750345329165627
2016-04-12,14.98241495360184,15.140222298218461,15.140222298218461,14.833890393962664,15.186636223105705
2016-04-13,15.39085749260957,15.140222298218461,15.715754966820269,15.140222298218461,14.98241495360184
2016-04-14,15.418705847541917,15.483685342384057,15.567230407181093,15.242332932970397,15.39085749260957
2016-04-15,15.298029642835088,15.418705847541917,15.446554202474262,15.242332932970397,15.418705847541917
2016-04-18,15.019546093511632,15.223767363015497,15.223767363015497,14.843173178940111,15.298029642835088
2016-04-19,14.963849383646943,15.065960018398876,15.121656728263565,14.833890393962664,15.019546093511632
2016-04-20,14.388316715045136,15.000980523556736,15.038111663466529,14.109833165721682,14.963849383646943
2016-04-21,14.249074940383409,14.341902790157894,14.573972414594104,14.211943800473616,14.388316715045136
2016-04-22,14.332620005180445,14.184095445541269,14.36975114509024,14.12839873567658,14.249074940383409
2016-04-25,14.388316715045136,14.295488865270652,14.555406844639208,14.12839873567658,14.332620005180445
2016-04-26,14.527558489706864,14.406882285000032,14.6111035545039,14.276923295315756,14.388316715045136
2016-04-27,14.397599500022585,14.527558489706864,14.555406844639208,14.323337220202996,14.527558489706864
2016-04-28,14.276923295315756,14.397599500022585,14.471861779842172,14.091267595766785,14.397599500022585
2016-04-29,14.230509370428512,14.230509370428512,14.286206080293203,14.146964305631476,14.276923295315756
2016-05-03,14.6111035545039,14.23979215540596,14.676083049346039,14.193378230518718,14.230509370428512
2016-05-04,14.490427349797068,14.527558489706864,14.6111035545039,14.453296209887275,14.6111035545039
2016-05-05,14.536841274684312,14.499710134774517,14.583255199571555,14.397599500022585,14.490427349797068
2016-05-06,14.017005315947197,14.592537984549002,14.629669124458797,14.017005315947197,14.536841274684312
2016-05-09,13.432189862367943,13.93346025115016,13.93346025115016,13.339362012593458,14.017005315947197
2016-05-10,13.367210367525804,13.385775937480702,13.552866067074772,13.255816947796422,13.432189862367943
2016-05-11,13.292948087706216,13.460038217300289,13.506452142187532,13.27438251775132,13.367210367525804
2016-05-12,13.562148852052221,13.172271882999386,13.608562776939465,13.02374732336021,13.292948087706216
2016-05-13,13.469321002277736,13.460038217300289,13.75708733657864,13.422907077390496,13.562148852052221
2016-05-16,13.562148852052221,13.385775937480702,13.682825056759052,13.292948087706216,13.469321002277736
2016-05-17,13.57143163702967,13.58071442200712,13.812784046443332,13.385775937480702,13.562148852052221
2016-05-18,13.506452142187532,13.45075543232284,13.627128346894361,13.255816947796422,13.57143163702967
2016-05-19,13.460038217300289,13.469321002277736,13.627128346894361,13.395058722458149,13.506452142187532
2016-05-20,13.608562776939465,13.441472647345392,13.608562776939465,13.33007922761601,13.460038217300289
2016-05-23,13.627128346894361,13.617845561916912,13.692107841736501,13.552866067074772,13.608562776939465
2016-05-24,13.357927582548356,13.627128346894361,13.627128346894361,13.320796442638562,13.627128346894361
2016-05-25,13.404341507435598,13.460038217300289,13.617845561916912,13.385775937480702,13.357927582548356
2016-05-26,13.385775937480702,13.395058722458149,13.478603787255185,13.181554667976833,13.404341507435598
2016-05-27,13.57143163702967,13.385775937480702,13.692107841736501,13.320796442638562,13.385775937480702
2016-05-30,13.552866067074772,13.422907077390496,13.673542271781605,13.33007922761601,13.57143163702967
2016-05-31,14.518275704729415,13.589997206984568,14.527558489706864,13.51573492716498,13.552866067074772
2016-06-01,14.184095445541269,14.499710134774517,14.592537984549002,14.146964305631476,14.518275704729415
2016-06-02,14.314054435225549,14.193378230518718,14.360468360112792,14.11911595069913,14.184095445541269
2016-06-03,14.36975114509024,14.332620005180445,14.54612405966176,14.184095445541269,14.314054435225549
2016-06-06,14.221226585451063,14.295488865270652,14.379033930067688,14.193378230518718,14.36975114509024
2016-06-07,14.286206080293203,14.165529875586373,14.36975114509024,14.165529875586373,14.221226585451063
2016-06-08,14.453296209887275,14.286206080293203,14.527558489706864,14.221226585451063,14.286206080293203
2016-06-13,14.211943800473616,14.202661015496167,14.908152673782249,14.156247090608924,14.453296209887275
2016-06-14,15.028828878489081,14.193378230518718,15.177353438128257,14.091267595766785,14.211943800473616
2016-06-15,15.233050147992948,14.685365834323488,15.734320536775165,14.685365834323488,15.028828878489081
2016-06-16,14.926718243737145,15.075242803376321,15.27946407288019,14.9174354587597,15.233050147992948
2016-06-17,15.140222298218461,15.130939513241016,15.502250912338953,14.954566598669492,14.926718243737145
2016-06-20,15.595078762113438,15.103091158308668,15.660058256955578,15.028828878489081,15.140222298218461
2016-06-21,15.873562311436894,15.790017246639858,16.968930938775813,15.790017246639858,15.595078762113438
2016-06-22,16.699730174429806,15.76216889170751,16.736861314339603,15.669341041933025,15.873562311436894
2016-06-23,16.467660549993592,16.61618510963277,16.644033464565116,16.07778358094076,16.699730174429806
2016-06-24,16.006483888541172,16.467655093012947,16.554124693851403,15.372373482392481,16.467660549993592
2016-06-27,16.525301493571916,15.910406554276216,16.62137882783687,15.852760153717247,16.006483888541172
2016-06-28,16.842356696646263,16.448439626159956,17.005688164896682,16.179423090218087,16.525301493571916
2016-06-29,16.794318029513786,16.813533496366777,17.178627366573597,16.650202028116354,16.842356696646263
2016-06-30,16.573340160704394,16.90961083063173,16.996080431470187,16.47726282643944,16.794318029513786
2016-07-01,16.45804735958645,16.727063895528318,16.890395363778737,16.361970025321497,16.573340160704394
2016-07-04,16.69824069524883,16.237069490777056,17.005688164896682,16.140992156512105,16.45804735958645
2016-07-05,16.60216336098388,16.68863296182234,16.871179896925746,16.506086026718926,16.69824069524883
2016-07-06,16.361970025321497,16.60216336098388,16.60216336098388,16.217854023924065,16.60216336098388
2016-07-07,16.381185492174488,16.39079322560098,16.525301493571916,16.227461757350564,16.361970025321497
2016-07-08,16.5637324272779,16.381185492174488,16.717456162101822,16.31393135818902,16.381185492174488
2016-07-11,16.342754558468506,16.5637324272779,16.80392576294028,16.304323624762525,16.5637324272779
2016-07-12,16.448439626159956,16.323539091615515,16.525301493571916,15.718251885746312,16.342754558468506
2016-07-13,16.41000869245397,16.41000869245397,16.70784842867533,16.342754558468506,16.448439626159956
2016-07-14,16.208246290497573,16.342754558468506,16.429224159306965,16.1505998899386,16.41000869245397
2016-07-15,16.11216895623262,16.179423090218087,16.31393135818902,16.092953489379628,16.208246290497573
2016-07-18,15.718251885746312,15.96805295483519,15.987268421688182,15.708644152319819,16.11216895623262
2016-07-19,16.02569935539416,15.756682819452292,16.198638557071078,15.756682819452292,15.718251885746312
2016-07-20,15.900798820849724,15.996876155114675,16.121776689659114,15.900798820849724,16.02569935539416
2016-07-21,16.006483888541172,15.891191087423227,16.25628495763005,15.891191087423227,15.900798820849724
2016-07-22,15.775898286305285,16.006483888541172,16.04491482224715,15.689428685466824,16.006483888541172
2016-07-25,15.852760153717247,15.737467352599301,15.987268421688182,15.718251885746312,15.775898286305285
2016-07-26,16.083345755953133,15.775898286305285,16.11216895623262,15.775898286305285,15.852760153717247
2016-07-27,15.526097217216407,16.102561222806127,16.189030823644583,15.372373482392481,16.083345755953133
2016-07-28,15.285903881554024,15.535704950642902,15.622174551481361,15.11296467987711,15.526097217216407
2016-07-29,15.372373482392481,15.209042014142062,15.631782284907853,15.189826547289071,15.285903881554024
2016-08-01,15.51648948378991,15.35315801553949,15.612566818054864,15.285903881554024,15.372373482392481
2016-08-02,15.391588949245472,15.51648948378991,15.554920417495893,15.228257480995051,15.51648948378991
2016-08-03,15.314727081833508,15.362765748965986,15.47805855008393,15.237865214421547,15.391588949245472
2016-08-04,15.420412149524958,15.314727081833508,15.420412149524958,15.170611080436078,15.314727081833508
2016-08-05,15.343550282112997,15.381981215818978,15.612566818054864,15.285903881554024,15.420412149524958
2016-08-08,15.689428685466824,15.29551161498052,15.718251885746312,15.199434280715566,15.343550282112997
2016-08-09,15.718251885746312,15.660605485187341,15.775898286305285,15.526097217216407,15.689428685466824
2016-08-10,15.612566818054864,15.737467352599301,15.9488374879822,15.526097217216407,15.718251885746312
2016-08-11,15.670213218613835,15.593351351201873,15.910406554276216,15.564528150922387,15.612566818054864
2016-08-12,16.371577758747993,15.564528150922387,16.39079322560098,15.554920417495893,15.670213218613835
2016-08-15,17.188235100000092,16.41000869245397,17.774306839016305,16.323539091615515,16.371577758747993
